Machine_ID,Machine_Type,Timestamp,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,TWF,HDF,PWF,OSF,Machine_Failure
M001,L,2024-01-01 09:20:00,300.65,312.49,1375.55,43.14,30.82,0,0,0,0,0
M001,L,2024-01-01 09:22:00,300.57,312.25,1375.22,43.92,30.96,0,0,0,0,0
M001,L,2024-01-01 09:24:00,300.07,312.27,1366.48,46.66,31.26,0,0,0,0,0
M001,L,2024-01-01 09:26:00,301.1,312.49,1359.95,44.53,31.34,0,0,0,0,0
M001,L,2024-01-01 09:28:00,301.63,312.38,1359.1,46.8,31.49,0,0,0,0,0
M001,L,2024-01-01 09:30:00,301.8,312.59,1355.72,44.31,31.84,0,0,0,0,0
M001,L,2024-01-01 09:32:00,301.15,312.55,1362.54,45.11,32.19,0,0,0,0,0
M001,L,2024-01-01 09:34:00,300.9,311.97,1393.05,42.67,32.43,0,0,0,0,0
M001,L,2024-01-01 09:36:00,301.59,311.93,1387.37,45.27,32.5,0,0,0,0,0
M001,L,2024-01-01 09:38:00,301.11,312.2,1374.15,44.57,32.62,0,0,0,0,0
M001,L,2024-01-01 09:40:00,301.69,312.04,1398.68,41.78,32.9,0,0,0,0,0
M001,L,2024-01-01 09:42:00,301.19,312.24,1370.42,44.42,33.1,0,0,0,0,0
M001,L,2024-01-01 09:44:00,300.86,312.7,1377.15,44.07,33.16,0,0,0,0,0
M001,L,2024-01-01 09:46:00,301.45,312.67,1362.59,44.35,33.56,0,0,0,0,0
M001,L,2024-01-01 09:48:00,301.14,312.55,1387.57,44.33,33.93,0,0,0,0,0
M001,L,2024-01-01 09:50:00,301.09,312.87,1381.8,46.9,34.36,0,0,0,0,0
M001,L,2024-01-01 09:52:00,301.72,312.58,1379.74,44.92,34.77,0,0,0,0,0
M001,L,2024-01-01 09:54:00,301.34,312.55,1372.67,46.55,34.82,0,0,0,0,0
M001,L,2024-01-01 09:56:00,300.83,312.25,1385.22,46.93,35.05,0,0,0,0,0
M001,L,2024-01-01 09:58:00,301.25,312.38,1371.93,44.32,35.42,0,0,0,0,0
M001,L,2024-01-01 10:00:00,300.95,312.58,1375.65,44.57,35.82,0,0,0,0,0
M001,L,2024-01-01 10:02:00,301.4,312.54,1364.97,46.01,35.91,0,0,0,0,0
M001,L,2024-01-01 10:04:00,300.75,312.3,1361.63,45.25,36.36,0,0,0,0,0
M001,L,2024-01-01 10:06:00,301.69,312.7,1369.8,43.86,36.63,0,0,0,0,0
M001,L,2024-01-01 10:08:00,301.5,312.52,1376.07,48.45,36.87,0,0,0,0,0
M001,L,2024-01-01 10:10:00,301.66,312.67,1372.36,45.73,37.07,0,0,0,0,0
M001,L,2024-01-01 10:12:00,301.42,312.97,1386.86,47.46,37.34,0,0,0,0,0
M001,L,2024-01-01 10:14:00,301.78,312.9,1395.48,44.31,37.64,0,0,0,0,0
M001,L,2024-01-01 10:16:00,300.59,312.7,1359.99,46.05,37.77,0,0,0,0,0
M001,L,2024-01-01 10:18:00,301.6,313.45,1380.14,44.78,38.21,0,0,0,0,0
M001,L,2024-01-01 10:20:00,300.95,313.46,1382.8,44.99,38.32,0,0,0,0,0
M001,L,2024-01-01 10:22:00,300.81,313.33,1367.18,48.07,38.43,0,0,0,0,0
M001,L,2024-01-01 10:24:00,301.52,312.96,1363.02,46.98,38.59,0,0,0,0,0
M001,L,2024-01-01 10:26:00,301.58,313.11,1376.88,43.85,38.7,0,0,0,0,0
M001,L,2024-01-01 10:28:00,301.68,312.75,1386.8,46.1,38.89,0,0,0,0,0
M001,L,2024-01-01 10:30:00,302.39,313.53,1364.87,47.68,39.28,0,0,0,0,0
M001,L,2024-01-01 10:32:00,301.84,313.43,1356.23,47.17,39.34,0,0,0,0,0
M001,L,2024-01-01 10:34:00,302.01,312.5,1353.57,42.27,39.4,0,0,0,0,0
M001,L,2024-01-01 10:36:00,302.21,313.07,1387.15,43.47,39.59,0,0,0,0,0
M001,L,2024-01-01 10:38:00,300.95,313.06,1371.87,45.94,40.02,0,0,0,0,0
M001,L,2024-01-01 10:40:00,301.12,313.29,1371.51,44.33,40.2,0,0,0,0,0
M001,L,2024-01-01 10:42:00,301.63,313.4,1355.13,46.95,40.39,0,0,0,0,0
M001,L,2024-01-01 10:44:00,301.46,312.88,1365.62,44.18,40.45,0,0,0,0,0
M001,L,2024-01-01 10:46:00,302.47,313.15,1358.35,46.45,40.65,0,0,0,0,0
M001,L,2024-01-01 10:48:00,301.66,313.1,1373.77,47.47,41.07,0,0,0,0,0
M001,L,2024-01-01 10:50:00,301.61,312.49,1348.11,48.58,41.2,0,0,0,0,0
M001,L,2024-01-01 10:52:00,301.96,313.3,1402.95,48.17,41.55,0,0,0,0,0
M001,L,2024-01-01 10:54:00,301.11,313.28,1356.74,43.62,41.78,0,0,0,0,0
M001,L,2024-01-01 10:56:00,301.5,312.91,1385.92,47.78,41.96,0,0,0,0,0
M001,L,2024-01-01 10:58:00,301.81,313.0,1383.74,47.19,42.21,0,0,0,0,0
M001,L,2024-01-01 11:00:00,301.44,312.85,1376.5,49.67,42.31,0,0,0,0,0
M001,L,2024-01-01 11:02:00,301.25,313.46,1357.21,45.4,42.75,0,0,0,0,0
M001,L,2024-01-01 11:04:00,301.84,313.06,1368.13,46.2,42.92,0,0,0,0,0
M001,L,2024-01-01 11:06:00,301.6,313.55,1370.73,44.55,43.13,0,0,0,0,0
M001,L,2024-01-01 11:08:00,301.18,313.5,1356.54,47.37,43.4,0,0,0,0,0
M001,L,2024-01-01 11:10:00,301.21,313.37,1367.43,44.73,43.62,0,0,0,0,0
M001,L,2024-01-01 11:12:00,301.84,313.01,1356.26,46.48,43.9,0,0,0,0,0
M001,L,2024-01-01 11:14:00,302.28,313.21,1374.02,44.37,44.0,0,0,0,0,0
M001,L,2024-01-01 11:16:00,300.9,313.16,1370.69,46.06,44.29,0,0,0,0,0
M001,L,2024-01-01 11:18:00,302.06,313.24,1364.44,46.19,44.73,0,0,0,0,0
M001,L,2024-01-01 11:20:00,302.06,313.32,1357.24,45.73,45.12,0,0,0,0,0
M001,L,2024-01-01 11:22:00,302.06,314.09,1373.23,45.96,45.49,0,0,0,0,0
M001,L,2024-01-01 11:24:00,301.14,313.18,1340.02,45.95,45.87,0,0,0,0,0
M001,L,2024-01-01 11:26:00,302.1,313.43,1372.22,42.63,46.12,0,0,0,0,0
M001,L,2024-01-01 11:28:00,301.39,313.86,1366.08,45.89,46.42,0,0,0,0,0
M001,L,2024-01-01 11:30:00,302.06,313.6,1356.29,45.14,46.68,0,0,0,0,0
M001,L,2024-01-01 11:32:00,302.03,313.4,1367.27,47.3,47.03,0,0,0,0,0
M001,L,2024-01-01 11:34:00,301.91,313.27,1355.88,47.42,47.41,0,0,0,0,0
M001,L,2024-01-01 11:36:00,302.38,313.99,1365.9,50.15,47.75,0,0,0,0,0
M001,L,2024-01-01 11:38:00,301.33,314.04,1368.63,46.69,47.94,0,0,0,0,0
M001,L,2024-01-01 11:40:00,303.03,313.65,1361.86,48.13,48.22,0,0,0,0,0
M001,L,2024-01-01 11:42:00,301.75,313.77,1382.79,49.29,48.64,0,0,0,0,0
M001,L,2024-01-01 11:44:00,301.68,313.61,1360.59,48.87,48.98,0,0,0,0,0
M001,L,2024-01-01 11:46:00,302.02,313.53,1347.61,43.94,49.19,0,0,0,0,0
M001,L,2024-01-01 11:48:00,301.58,313.29,1355.38,49.97,49.61,0,0,0,0,0
M001,L,2024-01-01 11:50:00,302.01,313.6,1326.86,46.89,49.84,0,0,0,0,0
M001,L,2024-01-01 11:52:00,302.85,314.03,1355.83,45.01,50.04,0,0,0,0,0
M001,L,2024-01-01 11:54:00,303.15,313.73,1358.86,47.01,50.49,0,0,0,0,0
M001,L,2024-01-01 11:56:00,301.91,313.57,1357.97,46.11,50.89,0,0,0,0,0
M001,L,2024-01-01 11:58:00,302.04,314.18,1326.48,49.06,50.97,0,0,0,0,0
M001,L,2024-01-01 12:00:00,302.01,313.63,1341.18,45.72,51.24,0,0,0,0,0
M001,L,2024-01-01 12:02:00,302.52,314.14,1366.56,45.11,51.46,0,0,0,0,0
M001,L,2024-01-01 12:04:00,301.94,313.9,1343.16,48.44,51.55,0,0,0,0,0
M001,L,2024-01-01 12:06:00,302.44,313.9,1353.37,49.26,51.7,0,0,0,0,0
M001,L,2024-01-01 12:08:00,302.4,313.67,1361.51,44.93,51.83,0,0,0,0,0
M001,L,2024-01-01 12:10:00,301.96,314.1,1348.81,44.69,52.24,0,0,0,0,0
M001,L,2024-01-01 12:12:00,301.66,314.31,1332.15,50.29,52.39,0,0,0,0,0
M001,L,2024-01-01 12:14:00,301.96,313.92,1356.33,49.27,52.82,0,0,0,0,0
M001,L,2024-01-01 12:16:00,302.04,313.8,1360.17,44.24,53.19,0,0,0,0,0
M001,L,2024-01-01 12:18:00,302.26,313.77,1356.57,47.96,53.35,0,0,0,0,0
M001,L,2024-01-01 12:20:00,302.27,313.53,1361.12,44.29,53.51,0,0,0,0,0
M001,L,2024-01-01 12:22:00,302.3,314.13,1375.9,49.21,53.89,0,0,0,0,0
M001,L,2024-01-01 12:24:00,301.47,313.47,1348.07,47.48,54.3,0,0,0,0,0
M001,L,2024-01-01 12:26:00,302.29,313.64,1347.95,44.93,54.65,0,0,0,0,0
M001,L,2024-01-01 12:28:00,301.83,314.18,1343.74,52.22,54.84,0,0,0,0,0
M001,L,2024-01-01 12:30:00,301.88,314.09,1347.88,47.75,55.26,0,0,0,0,0
M001,L,2024-01-01 12:32:00,302.69,313.68,1354.13,50.74,55.55,0,0,0,0,0
M001,L,2024-01-01 12:34:00,302.51,313.72,1361.95,49.33,55.78,0,0,0,0,0
M001,L,2024-01-01 12:36:00,301.94,313.83,1353.24,48.72,56.06,0,0,0,0,0
M001,L,2024-01-01 12:38:00,302.39,314.09,1360.63,49.58,56.33,0,0,0,0,0
M001,L,2024-01-01 12:40:00,302.21,313.42,1358.75,48.05,56.72,0,0,0,0,0
M001,L,2024-01-01 12:42:00,301.81,314.24,1352.89,48.93,57.0,0,0,0,0,0
M001,L,2024-01-01 12:44:00,302.63,313.78,1354.2,46.91,57.39,0,0,0,0,0
M001,L,2024-01-01 12:46:00,302.34,313.79,1368.04,46.14,57.48,0,0,0,0,0
M001,L,2024-01-01 12:48:00,302.83,313.99,1365.21,45.09,57.66,0,0,0,0,0
M001,L,2024-01-01 12:50:00,302.28,314.26,1346.37,50.33,57.96,0,0,0,0,0
M001,L,2024-01-01 12:52:00,302.07,314.38,1371.29,46.88,58.26,0,0,0,0,0
M001,L,2024-01-01 12:54:00,301.71,313.67,1340.21,46.45,58.35,0,0,0,0,0
M001,L,2024-01-01 12:56:00,302.23,314.01,1370.82,46.04,58.41,0,0,0,0,0
M001,L,2024-01-01 12:58:00,302.64,313.88,1351.27,49.1,58.84,0,0,0,0,0
M001,L,2024-01-01 13:00:00,302.31,314.09,1355.23,52.32,58.95,0,0,0,0,0
M001,L,2024-01-01 13:02:00,301.99,313.78,1344.02,50.05,59.08,0,0,0,0,0
M001,L,2024-01-01 13:04:00,302.81,313.78,1341.32,48.8,59.51,0,0,0,0,0
M001,L,2024-01-01 13:06:00,302.32,313.5,1369.76,51.2,59.65,0,0,0,0,0
M001,L,2024-01-01 13:08:00,301.99,313.84,1354.3,48.61,60.05,0,0,0,0,0
M001,L,2024-01-01 13:10:00,302.17,313.72,1334.09,46.72,60.32,0,0,0,0,0
M001,L,2024-01-01 13:12:00,302.03,314.03,1350.24,50.2,60.57,0,0,0,0,0
M001,L,2024-01-01 13:14:00,302.04,314.28,1358.39,51.41,60.86,0,0,0,0,0
M001,L,2024-01-01 13:16:00,302.47,314.31,1359.72,49.04,61.26,0,0,0,0,0
M001,L,2024-01-01 13:18:00,302.79,314.17,1347.61,48.42,61.58,0,0,0,0,0
M001,L,2024-01-01 13:20:00,302.38,313.86,1349.67,50.49,61.93,0,0,0,0,0
M001,L,2024-01-01 13:22:00,302.31,313.99,1332.88,49.55,62.1,0,0,0,0,0
M001,L,2024-01-01 13:24:00,302.1,314.04,1351.97,51.08,62.36,0,0,0,0,0
M001,L,2024-01-01 13:26:00,302.46,314.03,1343.47,48.6,62.55,0,0,0,0,0
M001,L,2024-01-01 13:28:00,302.27,313.77,1362.89,45.55,62.88,0,0,0,0,0
M001,L,2024-01-01 13:30:00,302.0,314.1,1367.01,48.21,63.28,0,0,0,0,0
M001,L,2024-01-01 13:32:00,301.64,313.32,1353.32,47.45,63.51,0,0,0,0,0
M001,L,2024-01-01 13:34:00,302.31,313.81,1332.56,49.94,63.65,0,0,0,0,0
M001,L,2024-01-01 13:36:00,302.46,313.94,1369.99,46.45,63.76,0,0,0,0,0
M001,L,2024-01-01 13:38:00,302.17,314.04,1344.81,49.03,63.92,0,0,0,0,0
M001,L,2024-01-01 13:40:00,301.68,314.39,1346.67,50.41,63.98,0,0,0,0,0
M001,L,2024-01-01 13:42:00,302.31,314.09,1354.39,49.22,64.1,0,0,0,0,0
M001,L,2024-01-01 13:44:00,302.25,314.16,1346.23,51.03,64.4,0,0,0,0,0
M001,L,2024-01-01 13:46:00,301.89,314.48,1346.74,45.88,64.5,0,0,0,0,0
M001,L,2024-01-01 13:48:00,302.49,313.74,1341.64,45.08,64.79,0,0,0,0,0
M001,L,2024-01-01 13:50:00,301.96,313.2,1327.92,49.86,64.87,0,0,0,0,0
M001,L,2024-01-01 13:52:00,301.75,313.92,1346.56,46.44,65.26,0,0,0,0,0
M001,L,2024-01-01 13:54:00,302.05,313.94,1348.84,44.88,65.59,0,0,0,0,0
M001,L,2024-01-01 13:56:00,301.73,313.84,1367.75,49.73,65.78,0,0,0,0,0
M001,L,2024-01-01 13:58:00,302.68,314.2,1346.79,47.43,65.91,0,0,0,0,0
M001,L,2024-01-01 14:00:00,302.47,314.11,1358.34,47.67,66.31,0,0,0,0,0
M001,L,2024-01-01 14:02:00,302.64,313.98,1370.32,47.43,66.72,0,0,0,0,0
M001,L,2024-01-01 14:04:00,301.85,313.78,1341.29,49.47,67.06,0,0,0,0,0
M001,L,2024-01-01 14:06:00,302.31,313.75,1344.69,52.58,67.24,0,0,0,0,0
M001,L,2024-01-01 14:08:00,302.11,313.95,1352.07,46.92,67.58,0,0,0,0,0
M001,L,2024-01-01 14:10:00,301.98,313.4,1349.44,49.93,67.64,0,0,0,0,0
M001,L,2024-01-01 14:12:00,301.58,313.46,1347.17,50.67,67.86,0,0,0,0,0
M001,L,2024-01-01 14:14:00,302.5,313.89,1342.12,50.41,68.21,0,0,0,0,0
M001,L,2024-01-01 14:16:00,302.65,314.31,1336.45,49.56,68.49,0,0,0,0,0
M001,L,2024-01-01 14:18:00,301.84,313.69,1343.32,51.0,68.91,0,0,0,0,0
M001,L,2024-01-01 14:20:00,302.36,313.04,1357.08,45.8,69.3,0,0,0,0,0
M001,L,2024-01-01 14:22:00,301.52,314.24,1337.52,49.57,69.51,0,0,0,0,0
M001,L,2024-01-01 14:24:00,302.06,313.5,1354.89,48.09,69.74,0,0,0,0,0
M001,L,2024-01-01 14:26:00,302.62,314.13,1338.63,48.36,69.89,0,0,0,0,0
M001,L,2024-01-01 14:28:00,301.88,314.49,1347.12,49.8,70.24,0,0,0,0,0
M001,L,2024-01-01 14:30:00,301.9,313.81,1341.35,49.0,70.63,0,0,0,0,0
M001,L,2024-01-01 14:32:00,302.3,313.85,1342.81,45.51,71.06,0,0,0,0,0
M001,L,2024-01-01 14:34:00,302.36,313.96,1353.75,43.9,71.17,0,0,0,0,0
M001,L,2024-01-01 14:36:00,302.42,313.54,1348.87,47.25,71.48,0,0,0,0,0
M001,L,2024-01-01 14:38:00,301.72,314.42,1339.15,49.55,71.57,0,0,0,0,0
M001,L,2024-01-01 14:40:00,302.02,313.95,1369.97,49.09,71.96,0,0,0,0,0
M001,L,2024-01-01 14:42:00,302.39,314.19,1348.56,47.17,72.23,0,0,0,0,0
M001,L,2024-01-01 14:44:00,302.06,313.61,1339.87,49.85,72.55,0,0,0,0,0
M001,L,2024-01-01 14:46:00,302.58,313.97,1337.42,51.03,72.91,0,0,0,0,0
M001,L,2024-01-01 14:48:00,302.16,314.04,1336.52,51.8,73.23,0,0,0,0,0
M001,L,2024-01-01 14:50:00,301.84,313.82,1326.85,46.74,73.32,0,0,0,0,0
M001,L,2024-01-01 14:52:00,301.51,313.16,1332.07,46.98,73.65,0,0,0,0,0
M001,L,2024-01-01 14:54:00,302.54,314.1,1331.42,53.43,73.73,0,0,0,0,0
M001,L,2024-01-01 14:56:00,300.88,314.48,1322.68,46.45,74.13,0,0,0,0,0
M001,L,2024-01-01 14:58:00,302.42,313.95,1346.27,50.98,74.39,0,0,0,0,0
M001,L,2024-01-01 15:00:00,302.16,313.85,1340.34,49.33,74.45,0,0,0,0,0
M001,L,2024-01-01 15:02:00,301.54,313.68,1318.43,49.31,74.87,0,0,0,0,0
M001,L,2024-01-01 15:04:00,301.9,314.17,1349.62,46.68,75.04,0,0,0,0,0
M001,L,2024-01-01 15:06:00,301.42,313.68,1345.07,47.78,75.2,0,0,0,0,0
M001,L,2024-01-01 15:08:00,301.57,313.83,1319.14,50.34,75.46,0,0,0,0,0
M001,L,2024-01-01 15:10:00,301.88,314.14,1339.56,48.8,75.71,0,0,0,0,0
M001,L,2024-01-01 15:12:00,301.8,313.73,1329.4,48.41,76.0,0,0,0,0,0
M001,L,2024-01-01 15:14:00,301.27,313.5,1329.02,51.23,76.21,0,0,0,0,0
M001,L,2024-01-01 15:16:00,301.49,313.79,1327.44,53.5,76.43,0,0,0,0,0
M001,L,2024-01-01 15:18:00,302.0,313.81,1335.15,49.42,76.55,0,0,0,0,0
M001,L,2024-01-01 15:20:00,302.12,314.34,1330.43,47.22,76.85,0,0,0,0,0
M001,L,2024-01-01 15:22:00,301.4,314.16,1357.05,48.71,77.1,0,0,0,0,0
M001,L,2024-01-01 15:24:00,301.94,314.16,1332.0,49.39,77.55,0,0,0,0,0
M001,L,2024-01-01 15:26:00,301.47,313.36,1328.43,47.59,77.96,0,0,0,0,0
M001,L,2024-01-01 15:28:00,301.79,313.19,1339.98,51.32,78.22,0,0,0,0,0
M001,L,2024-01-01 15:30:00,302.17,313.29,1355.93,50.59,78.4,0,0,0,0,0
M001,L,2024-01-01 15:32:00,301.88,313.65,1342.26,48.19,78.47,0,0,0,0,0
M001,L,2024-01-01 15:34:00,301.6,313.35,1326.76,52.1,78.73,0,0,0,0,0
M001,L,2024-01-01 15:36:00,301.2,313.52,1349.84,50.17,79.1,0,0,0,0,0
M001,L,2024-01-01 15:38:00,301.7,313.52,1336.64,49.67,79.4,0,0,0,0,0
M001,L,2024-01-01 15:40:00,301.3,313.21,1312.73,50.89,79.73,0,0,0,0,0
M001,L,2024-01-01 15:42:00,301.76,314.34,1334.5,51.51,79.96,0,0,0,0,0
M001,L,2024-01-01 15:44:00,301.63,313.56,1345.28,49.51,80.35,0,0,0,0,0
M001,L,2024-01-01 15:46:00,301.32,313.89,1331.85,48.71,80.73,0,0,0,0,0
M001,L,2024-01-01 15:48:00,301.59,313.58,1346.71,50.96,81.05,0,0,0,0,0
M001,L,2024-01-01 15:50:00,301.56,313.82,1350.04,51.15,81.45,0,0,0,0,0
M001,L,2024-01-01 15:52:00,301.13,313.48,1325.84,49.83,81.7,0,0,0,0,0
M001,L,2024-01-01 15:54:00,301.56,313.71,1332.22,51.06,81.8,0,0,0,0,0
M001,L,2024-01-01 15:56:00,301.15,313.5,1318.35,51.29,82.06,0,0,0,0,0
M001,L,2024-01-01 15:58:00,301.43,313.99,1334.39,49.63,82.37,0,0,0,0,0
M001,L,2024-01-01 16:00:00,301.25,313.43,1327.83,50.56,82.51,0,0,0,0,0
M001,L,2024-01-01 16:02:00,301.66,313.88,1343.52,47.62,82.96,0,0,0,0,0
M001,L,2024-01-01 16:04:00,300.93,313.44,1317.9,47.07,83.18,0,0,0,0,0
M001,L,2024-01-01 16:06:00,301.24,312.73,1325.11,51.06,83.53,0,0,0,0,0
M001,L,2024-01-01 16:08:00,301.44,313.67,1332.98,48.61,83.66,0,0,0,0,0
M001,L,2024-01-01 16:10:00,301.43,313.21,1325.91,48.81,84.05,0,0,0,0,0
M001,L,2024-01-01 16:12:00,300.88,313.0,1348.69,50.05,84.29,0,0,0,0,0
M001,L,2024-01-01 16:14:00,301.15,313.79,1323.42,53.76,84.72,0,0,0,0,0
M001,L,2024-01-01 16:16:00,302.27,313.29,1339.27,51.05,85.11,0,0,0,0,0
M001,L,2024-01-01 16:18:00,301.41,313.24,1335.64,49.32,85.4,0,0,0,0,0
M001,L,2024-01-01 16:20:00,301.24,313.52,1313.7,48.82,85.73,0,0,0,0,0
M001,L,2024-01-01 16:22:00,300.96,313.62,1343.8,51.9,86.09,0,0,0,0,0
M001,L,2024-01-01 16:24:00,301.76,313.21,1312.46,53.32,86.14,0,0,0,0,0
M001,L,2024-01-01 16:26:00,301.88,313.59,1334.91,54.52,86.24,0,0,0,0,0
M001,L,2024-01-01 16:28:00,301.08,313.7,1329.76,51.15,86.68,0,0,0,0,0
M001,L,2024-01-01 16:30:00,301.54,313.74,1324.42,49.19,87.03,0,0,0,0,0
M001,L,2024-01-01 16:32:00,300.89,312.81,1353.35,48.73,87.17,0,0,0,0,0
M001,L,2024-01-01 16:34:00,301.21,313.31,1332.25,52.2,87.31,0,0,0,0,0
M001,L,2024-01-01 16:36:00,301.22,313.47,1325.27,53.66,87.69,0,0,0,0,0
M001,L,2024-01-01 16:38:00,301.54,313.73,1330.15,48.47,88.03,0,0,0,0,0
M001,L,2024-01-01 16:40:00,301.43,313.18,1321.28,51.9,88.46,0,0,0,0,0
M001,L,2024-01-01 16:42:00,301.39,313.89,1330.2,55.57,88.84,0,0,0,0,0
M001,L,2024-01-01 16:44:00,301.55,313.48,1342.56,52.12,89.12,0,0,0,0,0
M001,L,2024-01-01 16:46:00,301.16,313.1,1319.93,51.99,89.35,0,0,0,0,0
M001,L,2024-01-01 16:48:00,300.75,313.49,1340.97,49.87,89.7,0,0,0,0,0
M001,L,2024-01-01 16:50:00,300.9,313.53,1325.12,51.73,89.75,0,0,0,0,0
M001,L,2024-01-01 16:52:00,301.49,313.21,1347.2,50.27,89.86,0,0,0,0,0
M001,L,2024-01-01 16:54:00,300.62,312.79,1307.94,53.29,90.15,0,0,0,0,0
M001,L,2024-01-01 16:56:00,300.95,314.07,1319.4,51.36,90.23,0,0,0,0,0
M001,L,2024-01-01 16:58:00,301.98,313.66,1338.24,52.12,90.51,0,0,0,0,0
M001,L,2024-01-01 17:00:00,300.82,313.29,1323.59,50.27,90.89,0,0,0,0,0
M001,L,2024-01-01 17:02:00,301.18,313.73,1311.66,50.77,91.22,0,0,0,0,0
M001,L,2024-01-01 17:04:00,301.1,313.24,1343.34,52.28,91.45,0,0,0,0,0
M001,L,2024-01-01 17:06:00,300.72,313.84,1339.49,52.23,91.87,0,0,0,0,0
M001,L,2024-01-01 17:08:00,300.96,313.6,1347.27,53.99,92.08,0,0,0,0,0
M001,L,2024-01-01 17:10:00,301.16,312.73,1328.38,50.96,92.28,0,0,0,0,0
M001,L,2024-01-01 17:12:00,301.29,313.09,1310.28,46.08,92.5,0,0,0,0,0
M001,L,2024-01-01 17:14:00,301.06,313.77,1344.19,50.44,92.58,0,0,0,0,0
M001,L,2024-01-01 17:16:00,300.66,313.32,1333.35,53.48,92.69,0,0,0,0,0
M001,L,2024-01-01 17:18:00,301.0,313.15,1313.56,49.79,92.77,0,0,0,0,0
M001,L,2024-01-01 17:20:00,301.4,312.96,1341.88,50.8,92.92,0,0,0,0,0
