Machine_ID,Machine_Type,Timestamp,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,TWF,HDF,PWF,OSF,Machine_Failure
M001,L,2024-01-03 16:32:00,299.51,310.0,1406.48,39.96,13.11,0,0,0,0,0
M001,L,2024-01-03 16:34:00,299.01,310.34,1393.86,46.19,13.55,0,0,0,0,0
M001,L,2024-01-03 16:36:00,298.42,310.37,1392.03,46.24,13.73,0,0,0,0,0
M001,L,2024-01-03 16:38:00,299.49,310.22,1371.64,43.89,13.99,0,0,0,0,0
M001,L,2024-01-03 16:40:00,299.18,310.7,1382.63,43.9,14.19,0,0,0,0,0
M001,L,2024-01-03 16:42:00,299.07,310.46,1376.92,41.29,14.63,0,0,0,0,0
M001,L,2024-01-03 16:44:00,299.26,310.84,1384.53,45.88,14.98,0,0,0,0,0
M001,L,2024-01-03 16:46:00,299.96,310.63,1386.06,44.83,15.26,0,0,0,0,0
M001,L,2024-01-03 16:48:00,299.05,310.58,1358.46,41.73,15.7,0,0,0,0,0
M001,L,2024-01-03 16:50:00,299.6,310.25,1389.29,41.19,16.13,0,0,0,0,0
M001,L,2024-01-03 16:52:00,299.94,310.68,1384.1,42.92,16.49,0,0,0,0,0
M001,L,2024-01-03 16:54:00,299.57,310.97,1375.22,42.2,16.76,0,0,0,0,0
M001,L,2024-01-03 16:56:00,298.7,310.45,1388.07,43.44,17.15,0,0,0,0,0
M001,L,2024-01-03 16:58:00,298.56,310.13,1395.55,42.9,17.47,0,0,0,0,0
M001,L,2024-01-03 17:00:00,298.64,310.21,1389.51,42.73,17.64,0,0,0,0,0
M001,L,2024-01-03 17:02:00,299.71,310.26,1393.32,45.14,18.01,0,0,0,0,0
M001,L,2024-01-03 17:04:00,299.28,310.31,1391.74,43.42,18.25,0,0,0,0,0
M001,L,2024-01-03 17:06:00,298.96,310.89,1367.04,45.19,18.69,0,0,0,0,0
M001,L,2024-01-03 17:08:00,298.99,310.03,1391.48,46.38,18.79,0,0,0,0,0
M001,L,2024-01-03 17:10:00,299.29,310.3,1372.47,44.85,19.18,0,0,0,0,0
M001,L,2024-01-03 17:12:00,298.95,310.1,1378.18,39.01,19.49,0,0,0,0,0
M001,L,2024-01-03 17:14:00,298.44,310.49,1370.81,43.37,19.81,0,0,0,0,0
M001,L,2024-01-03 17:16:00,298.47,310.34,1397.34,41.18,20.11,0,0,0,0,0
M001,L,2024-01-03 17:18:00,298.25,310.49,1393.78,43.48,20.46,0,0,0,0,0
M001,L,2024-01-03 17:20:00,299.57,310.59,1384.13,43.28,20.9,0,0,0,0,0
M001,L,2024-01-03 17:22:00,299.28,310.14,1356.45,46.38,21.0,0,0,0,0,0
M001,L,2024-01-03 17:24:00,299.39,310.7,1348.92,44.91,21.33,0,0,0,0,0
M001,L,2024-01-03 17:26:00,299.08,310.42,1376.44,40.78,21.48,0,0,0,0,0
M001,L,2024-01-03 17:28:00,299.43,309.86,1394.66,42.99,21.59,0,0,0,0,0
M001,L,2024-01-03 17:30:00,299.09,310.48,1367.32,42.97,21.95,0,0,0,0,0
M001,L,2024-01-03 17:32:00,298.66,310.82,1405.89,44.04,22.2,0,0,0,0,0
M001,L,2024-01-03 17:34:00,298.96,309.78,1380.77,46.93,22.38,0,0,0,0,0
M001,L,2024-01-03 17:36:00,298.3,310.3,1384.79,44.36,22.46,0,0,0,0,0
M001,L,2024-01-03 17:38:00,299.17,310.17,1385.29,44.65,22.6,0,0,0,0,0
M001,L,2024-01-03 17:40:00,299.41,310.38,1383.46,47.04,23.05,0,0,0,0,0
M001,L,2024-01-03 17:42:00,299.2,309.62,1396.57,44.58,23.33,0,0,0,0,0
M001,L,2024-01-03 17:44:00,298.81,310.24,1373.63,46.65,23.55,0,0,0,0,0
M001,L,2024-01-03 17:46:00,298.57,310.24,1382.82,45.07,23.74,0,0,0,0,0
M001,L,2024-01-03 17:48:00,299.18,310.6,1368.09,47.26,23.95,0,0,0,0,0
M001,L,2024-01-03 17:50:00,298.76,309.74,1391.89,43.04,24.4,0,0,0,0,0
M001,L,2024-01-03 17:52:00,298.16,309.69,1379.69,44.98,24.56,0,0,0,0,0
M001,L,2024-01-03 17:54:00,299.92,310.08,1376.8,43.06,24.97,0,0,0,0,0
M001,L,2024-01-03 17:56:00,299.38,309.7,1376.39,45.33,25.25,0,0,0,0,0
M001,L,2024-01-03 17:58:00,299.12,309.91,1397.68,46.36,25.69,0,0,0,0,0
M001,L,2024-01-03 18:00:00,298.47,310.35,1363.42,43.99,25.86,0,0,0,0,0
M001,L,2024-01-03 18:02:00,299.07,310.13,1381.59,42.71,26.3,0,0,0,0,0
M001,L,2024-01-03 18:04:00,298.76,310.22,1379.42,44.71,26.67,0,0,0,0,0
M001,L,2024-01-03 18:06:00,298.58,310.07,1377.85,42.23,27.1,0,0,0,0,0
M001,L,2024-01-03 18:08:00,298.36,310.49,1392.97,42.48,27.21,0,0,0,0,0
M001,L,2024-01-03 18:10:00,299.04,310.0,1388.51,45.49,27.59,0,0,0,0,0
M001,L,2024-01-03 18:12:00,298.28,310.2,1384.15,45.95,27.77,0,0,0,0,0
M001,L,2024-01-03 18:14:00,298.58,310.49,1371.27,45.06,28.0,0,0,0,0,0
M001,L,2024-01-03 18:16:00,298.67,310.45,1386.28,43.92,28.11,0,0,0,0,0
M001,L,2024-01-03 18:18:00,298.27,309.87,1379.21,45.42,28.32,0,0,0,0,0
M001,L,2024-01-03 18:20:00,299.21,310.15,1384.99,41.67,28.66,0,0,0,0,0
M001,L,2024-01-03 18:22:00,298.26,310.07,1372.73,47.75,28.9,0,0,0,0,0
M001,L,2024-01-03 18:24:00,298.99,310.17,1386.27,45.57,29.06,0,0,0,0,0
M001,L,2024-01-03 18:26:00,298.38,310.22,1357.5,45.29,29.25,0,0,0,0,0
M001,L,2024-01-03 18:28:00,298.19,309.94,1385.73,45.55,29.51,0,0,0,0,0
M001,L,2024-01-03 18:30:00,298.89,309.84,1368.4,47.24,29.95,0,0,0,0,0
M001,L,2024-01-03 18:32:00,298.77,309.77,1386.52,45.92,30.18,0,0,0,0,0
M001,L,2024-01-03 18:34:00,299.14,309.73,1376.96,46.8,30.46,0,0,0,0,0
M001,L,2024-01-03 18:36:00,297.98,310.07,1367.96,43.83,30.89,0,0,0,0,0
M001,L,2024-01-03 18:38:00,298.76,310.2,1375.85,45.12,31.19,0,0,0,0,0
M001,L,2024-01-03 18:40:00,298.92,310.25,1364.66,44.31,31.36,0,0,0,0,0
M001,L,2024-01-03 18:42:00,298.13,309.95,1380.41,43.98,31.6,0,0,0,0,0
M001,L,2024-01-03 18:44:00,298.39,309.89,1368.38,44.56,31.96,0,0,0,0,0
M001,L,2024-01-03 18:46:00,299.21,310.49,1361.62,43.03,32.25,0,0,0,0,0
M001,L,2024-01-03 18:48:00,298.58,309.76,1368.28,44.81,32.44,0,0,0,0,0
M001,L,2024-01-03 18:50:00,298.47,310.35,1365.46,45.0,32.84,0,0,0,0,0
M001,L,2024-01-03 18:52:00,298.57,310.33,1362.54,44.63,33.2,0,0,0,0,0
M001,L,2024-01-03 18:54:00,299.03,310.78,1379.73,46.22,33.65,0,0,0,0,0
M001,L,2024-01-03 18:56:00,299.01,309.84,1373.81,45.32,33.71,0,0,0,0,0
M001,L,2024-01-03 18:58:00,298.95,310.07,1372.77,43.2,34.14,0,0,0,0,0
M001,L,2024-01-03 19:00:00,298.93,310.16,1394.64,42.99,34.36,0,0,0,0,0
M001,L,2024-01-03 19:02:00,298.36,310.69,1372.12,45.04,34.75,0,0,0,0,0
M001,L,2024-01-03 19:04:00,298.32,310.31,1378.06,43.51,34.8,0,0,0,0,0
M001,L,2024-01-03 19:06:00,298.9,309.84,1386.41,47.15,34.97,0,0,0,0,0
M001,L,2024-01-03 19:08:00,298.73,309.94,1365.99,45.02,35.06,0,0,0,0,0
M001,L,2024-01-03 19:10:00,299.17,310.29,1357.64,45.46,35.38,0,0,0,0,0
M001,L,2024-01-03 19:12:00,299.05,310.88,1383.54,48.11,35.7,0,0,0,0,0
M001,L,2024-01-03 19:14:00,298.51,310.43,1378.41,46.12,35.98,0,0,0,0,0
M001,L,2024-01-03 19:16:00,298.73,310.23,1357.91,46.04,36.34,0,0,0,0,0
M001,L,2024-01-03 19:18:00,298.12,310.52,1370.52,44.73,36.72,0,0,0,0,0
M001,L,2024-01-03 19:20:00,299.08,310.37,1361.42,44.16,36.81,0,0,0,0,0
M001,L,2024-01-03 19:22:00,298.83,310.25,1373.34,47.26,37.16,0,0,0,0,0
M001,L,2024-01-03 19:24:00,298.58,310.76,1393.68,49.03,37.38,0,0,0,0,0
M001,L,2024-01-03 19:26:00,297.87,310.04,1366.84,48.1,37.62,0,0,0,0,0
M001,L,2024-01-03 19:28:00,298.46,309.95,1371.93,47.06,38.03,0,0,0,0,0
M001,L,2024-01-03 19:30:00,298.97,309.93,1376.6,46.58,38.14,0,0,0,0,0
M001,L,2024-01-03 19:32:00,298.39,310.0,1376.95,45.4,38.27,0,0,0,0,0
M001,L,2024-01-03 19:34:00,298.63,310.25,1369.17,44.55,38.61,0,0,0,0,0
M001,L,2024-01-03 19:36:00,299.16,310.43,1386.48,44.9,38.75,0,0,0,0,0
M001,L,2024-01-03 19:38:00,298.42,309.73,1362.68,45.0,39.07,0,0,0,0,0
M001,L,2024-01-03 19:40:00,298.36,310.16,1363.23,42.75,39.49,0,0,0,0,0
M001,L,2024-01-03 19:42:00,299.41,310.34,1375.52,43.27,39.63,0,0,0,0,0
M001,L,2024-01-03 19:44:00,298.05,310.08,1373.27,47.15,39.94,0,0,0,0,0
M001,L,2024-01-03 19:46:00,298.61,310.33,1381.61,44.62,40.03,0,0,0,0,0
M001,L,2024-01-03 19:48:00,298.51,310.55,1378.02,47.57,40.39,0,0,0,0,0
M001,L,2024-01-03 19:50:00,299.18,310.32,1353.96,46.88,40.52,0,0,0,0,0
M001,L,2024-01-03 19:52:00,299.48,310.5,1383.0,46.19,40.74,0,0,0,0,0
M001,L,2024-01-03 19:54:00,298.97,310.25,1345.97,45.95,41.04,0,0,0,0,0
M001,L,2024-01-03 19:56:00,299.08,310.18,1342.42,45.25,41.38,0,0,0,0,0
M001,L,2024-01-03 19:58:00,299.13,310.94,1367.53,45.76,41.5,0,0,0,0,0
M001,L,2024-01-03 20:00:00,298.55,310.39,1371.4,46.53,41.57,0,0,0,0,0
M001,L,2024-01-03 20:02:00,298.18,310.56,1357.62,44.22,41.95,0,0,0,0,0
M001,L,2024-01-03 20:04:00,298.81,309.87,1371.32,43.62,42.07,0,0,0,0,0
M001,L,2024-01-03 20:06:00,299.26,310.92,1348.92,46.15,42.42,0,0,0,0,0
M001,L,2024-01-03 20:08:00,299.0,310.29,1359.88,44.25,42.57,0,0,0,0,0
M001,L,2024-01-03 20:10:00,299.31,310.54,1376.1,45.71,42.67,0,0,0,0,0
M001,L,2024-01-03 20:12:00,299.06,310.09,1387.12,43.93,42.85,0,0,0,0,0
M001,L,2024-01-03 20:14:00,299.17,310.47,1353.1,43.83,43.12,0,0,0,0,0
M001,L,2024-01-03 20:16:00,298.76,310.09,1334.98,44.58,43.42,0,0,0,0,0
M001,L,2024-01-03 20:18:00,298.91,310.93,1372.21,46.93,43.84,0,0,0,0,0
M001,L,2024-01-03 20:20:00,299.52,310.52,1338.78,45.19,43.99,0,0,0,0,0
M001,L,2024-01-03 20:22:00,299.19,310.44,1362.99,48.77,44.11,0,0,0,0,0
M001,L,2024-01-03 20:24:00,298.71,310.51,1360.36,46.66,44.33,0,0,0,0,0
M001,L,2024-01-03 20:26:00,298.69,310.16,1393.46,45.6,44.71,0,0,0,0,0
M001,L,2024-01-03 20:28:00,298.89,310.48,1368.86,41.6,45.0,0,0,0,0,0
M001,L,2024-01-03 20:30:00,299.14,310.22,1352.7,46.03,45.27,0,0,0,0,0
M001,L,2024-01-03 20:32:00,298.54,309.99,1375.08,44.21,45.39,0,0,0,0,0
M001,L,2024-01-03 20:34:00,298.78,310.3,1365.41,48.57,45.6,0,0,0,0,0
M001,L,2024-01-03 20:36:00,298.34,310.44,1363.01,45.03,45.71,0,0,0,0,0
M001,L,2024-01-03 20:38:00,299.08,310.89,1349.26,45.47,45.92,0,0,0,0,0
M001,L,2024-01-03 20:40:00,298.46,310.54,1365.58,46.44,46.22,0,0,0,0,0
M001,L,2024-01-03 20:42:00,299.68,310.64,1349.64,45.72,46.43,0,0,0,0,0
M001,L,2024-01-03 20:44:00,299.34,310.73,1353.82,46.31,46.75,0,0,0,0,0
M001,L,2024-01-03 20:46:00,299.7,310.97,1344.54,47.1,46.97,0,0,0,0,0
M001,L,2024-01-03 20:48:00,298.86,311.53,1345.94,44.78,47.34,0,0,0,0,0
M001,L,2024-01-03 20:50:00,299.22,311.31,1350.93,46.29,47.71,0,0,0,0,0
M001,L,2024-01-03 20:52:00,299.01,310.87,1363.91,48.67,48.11,0,0,0,0,0
M001,L,2024-01-03 20:54:00,299.28,310.79,1366.2,46.95,48.48,0,0,0,0,0
M001,L,2024-01-03 20:56:00,299.17,311.09,1378.45,44.14,48.58,0,0,0,0,0
M001,L,2024-01-03 20:58:00,299.06,310.87,1368.08,46.68,48.83,0,0,0,0,0
M001,L,2024-01-03 21:00:00,299.56,309.95,1374.14,47.84,49.02,0,0,0,0,0
M001,L,2024-01-03 21:02:00,298.39,310.92,1374.88,48.6,49.4,0,0,0,0,0
M001,L,2024-01-03 21:04:00,299.01,310.56,1370.99,44.79,49.47,0,0,0,0,0
M001,L,2024-01-03 21:06:00,298.89,310.49,1341.35,47.25,49.83,0,0,0,0,0
M001,L,2024-01-03 21:08:00,299.72,310.78,1341.1,48.5,49.91,0,0,0,0,0
M001,L,2024-01-03 21:10:00,299.08,311.01,1378.35,46.09,50.24,0,0,0,0,0
M001,L,2024-01-03 21:12:00,299.6,310.88,1352.08,48.83,50.39,0,0,0,0,0
M001,L,2024-01-03 21:14:00,299.51,310.67,1359.09,44.64,50.72,0,0,0,0,0
M001,L,2024-01-03 21:16:00,299.6,310.84,1352.93,47.05,51.14,0,0,0,0,0
M001,L,2024-01-03 21:18:00,299.58,310.9,1367.11,47.86,51.4,0,0,0,0,0
M001,L,2024-01-03 21:20:00,299.29,311.11,1353.49,46.44,51.46,0,0,0,0,0
M001,L,2024-01-03 21:22:00,299.07,311.15,1359.06,47.88,51.77,0,0,0,0,0
M001,L,2024-01-03 21:24:00,299.53,310.98,1369.93,47.62,52.04,0,0,0,0,0
M001,L,2024-01-03 21:26:00,299.37,311.02,1350.12,45.88,52.36,0,0,0,0,0
M001,L,2024-01-03 21:28:00,299.07,310.99,1358.24,46.77,52.55,0,0,0,0,0
M001,L,2024-01-03 21:30:00,299.87,311.19,1379.71,45.52,52.78,0,0,0,0,0
M001,L,2024-01-03 21:32:00,300.22,310.8,1359.37,45.02,53.16,0,0,0,0,0
M001,L,2024-01-03 21:34:00,299.42,311.32,1357.48,46.4,53.42,0,0,0,0,0
M001,L,2024-01-03 21:36:00,299.27,311.37,1348.4,49.0,53.48,0,0,0,0,0
M001,L,2024-01-03 21:38:00,300.01,310.65,1369.48,51.1,53.92,0,0,0,0,0
M001,L,2024-01-03 21:40:00,299.95,311.09,1357.81,45.06,54.24,0,0,0,0,0
M001,L,2024-01-03 21:42:00,299.76,311.52,1346.08,46.5,54.54,0,0,0,0,0
M001,L,2024-01-03 21:44:00,299.66,311.21,1345.24,50.41,54.87,0,0,0,0,0
M001,L,2024-01-03 21:46:00,299.42,310.65,1347.13,45.76,55.07,0,0,0,0,0
M001,L,2024-01-03 21:48:00,299.97,311.7,1364.03,47.15,55.43,0,0,0,0,0
M001,L,2024-01-03 21:50:00,299.69,310.84,1352.95,46.01,55.54,0,0,0,0,0
M001,L,2024-01-03 21:52:00,299.85,310.72,1350.01,47.8,55.8,0,0,0,0,0
M001,L,2024-01-03 21:54:00,299.77,310.97,1342.78,48.77,56.07,0,0,0,0,0
M001,L,2024-01-03 21:56:00,299.14,311.89,1344.73,47.22,56.2,0,0,0,0,0
M001,L,2024-01-03 21:58:00,299.77,311.56,1365.27,49.08,56.54,0,0,0,0,0
M001,L,2024-01-03 22:00:00,299.66,311.36,1381.88,49.37,56.61,0,0,0,0,0
M001,L,2024-01-03 22:02:00,299.61,311.38,1338.86,46.93,56.7,0,0,0,0,0
M001,L,2024-01-03 22:04:00,298.77,311.81,1366.42,47.06,57.02,0,0,0,0,0
M001,L,2024-01-03 22:06:00,299.61,311.93,1349.8,44.37,57.37,0,0,0,0,0
M001,L,2024-01-03 22:08:00,299.78,311.47,1367.39,47.77,57.43,0,0,0,0,0
M001,L,2024-01-03 22:10:00,299.67,311.84,1354.11,46.44,57.86,0,0,0,0,0
M001,L,2024-01-03 22:12:00,299.86,311.61,1339.49,46.88,58.25,0,0,0,0,0
M001,L,2024-01-03 22:14:00,300.39,311.65,1362.39,47.87,58.5,0,0,0,0,0
M001,L,2024-01-03 22:16:00,299.91,311.61,1340.36,48.8,58.89,0,0,0,0,0
M001,L,2024-01-03 22:18:00,299.92,311.5,1364.75,45.68,59.31,0,0,0,0,0
M001,L,2024-01-03 22:20:00,300.08,311.66,1354.33,48.27,59.5,0,0,0,0,0
M001,L,2024-01-03 22:22:00,300.62,311.49,1347.38,46.99,59.65,0,0,0,0,0
M001,L,2024-01-03 22:24:00,300.19,311.78,1360.3,46.1,59.87,0,0,0,0,0
M001,L,2024-01-03 22:26:00,299.89,311.68,1356.13,46.6,60.31,0,0,0,0,0
M001,L,2024-01-03 22:28:00,299.66,311.63,1344.01,52.8,60.62,0,0,0,0,0
M001,L,2024-01-03 22:30:00,299.57,311.51,1341.97,46.56,60.85,0,0,0,0,0
M001,L,2024-01-03 22:32:00,299.77,312.18,1364.74,49.81,61.04,0,0,0,0,0
M001,L,2024-01-03 22:34:00,299.92,311.58,1354.06,46.03,61.47,0,0,0,0,0
M001,L,2024-01-03 22:36:00,300.91,312.0,1362.84,47.72,61.65,0,0,0,0,0
M001,L,2024-01-03 22:38:00,299.63,312.09,1356.33,48.3,61.73,0,0,0,0,0
M001,L,2024-01-03 22:40:00,299.79,311.7,1337.23,48.35,61.94,0,0,0,0,0
